date,open,high,low,close,volume,log_return,rolling_volatility
2015-02-28,7262.7,7273.1,7131.4,7239.45,0,0.004034677353376195,0.008222565904168864
2015-03-02,7281.85,7308.0,7234.95,7299.65,0,0.00828116513828885,0.008404855800095626
2015-03-03,7309.5,7352.6,7288.05,7345.55,0,0.006268285894291446,0.008369680245951095
2015-03-04,7426.8,7428.1,7260.6,7279.8,0,-0.008991298390003934,0.008610331701794502
2015-03-05,7287.8,7314.8,7238.5,7303.35,0,0.003229757695901246,0.008513516334358321
2015-03-09,7267.15,7267.15,7162.3,7171.5,0,-0.01821830924751584,0.00944218750959734
2015-03-10,7184.4,7199.0,7116.75,7141.7,0,-0.004163994502715342,0.008726599434566041
2015-03-11,7156.15,7166.2,7115.8,7126.6,0,-0.002116580901330243,0.008714107831680492
2015-03-12,7158.85,7209.8,7158.85,7202.6,0,0.01060780960011045,0.008732537892711596
2015-03-13,7253.75,7253.75,7089.2,7099.9,0,-0.014361372507155811,0.00908176200400763
2015-03-16,7111.05,7111.3,7064.55,7078.95,0,-0.0029551078184437097,0.008813666421057688
2015-03-17,7122.1,7166.4,7087.25,7154.05,0,0.010553038286814984,0.00916559128894992
2015-03-18,7172.65,7175.1,7120.65,7137.05,0,-0.002379104200310225,0.008999523953155498
2015-03-19,7189.55,7217.7,7086.25,7096.75,0,-0.0056625929386056074,0.009044764540666933
2015-03-20,7096.2,7096.2,7016.05,7028.2,0,-0.009706305252375529,0.009220961700543871
2015-03-23,7045.8,7053.1,6990.15,6997.6,0,-0.004363394394611583,0.009090827593921163
2015-03-24,6991.7,7040.15,6980.3,6984.75,0,-0.001838032035768291,0.009089669842952766
2015-03-25,7005.25,7006.3,6963.7,6972.45,0,-0.0017625316229875165,0.009088580720668541
2015-03-26,6934.2,6945.65,6836.15,6846.25,0,-0.018265612348958335,0.009704909842237257
2015-03-27,6889.1,6894.75,6778.45,6846.6,0,5.112157075799803e-05,0.00847650699182556
2015-03-30,6889.35,6976.75,6889.2,6969.95,0,0.0178558724590023,0.009541352659200862
2015-03-31,7001.7,7020.8,6952.35,6978.15,0,0.0011757875186859856,0.009270881007847948
2015-04-01,6975.8,7068.85,6964.65,7060.2,0,0.01168954105156082,0.00960629903791401
2015-04-06,7087.05,7131.55,7059.65,7126.75,0,0.009381930315811792,0.009777617219364406
2015-04-07,7148.85,7158.1,7083.65,7144.4,0,0.0024735230165785255,0.009761594198515012
2015-04-08,7176.7,7205.75,7168.4,7193.6,0,0.006862908788934239,0.009030400569673889
2015-04-09,7229.9,7237.35,7171.1,7234.0,0,0.005600391692780725,0.009048607108728506
2015-04-10,7236.0,7251.45,7217.45,7246.05,0,0.001664359277990683,0.009027410621864544
2015-04-13,7266.15,7292.0,7245.6,7286.2,0,0.005525655305658939,0.008806553210690989
2015-04-15,7299.55,7299.55,7205.45,7224.2,0,-0.008545646889305827,0.008372664623917924
2015-04-16,7233.85,7233.85,7134.5,7183.35,0,-0.005670653159679503,0.008459490863019968
2015-04-17,7180.4,7180.4,7087.1,7093.85,0,-0.012537636565955189,0.008622702037169413
2015-04-20,7104.65,7104.65,6933.0,6958.0,0,-0.01933613476886487,0.00960314735797877
2015-04-21,6943.5,6977.1,6890.1,6908.0,0,-0.007211916445318168,0.009646593804268806
2015-04-22,6928.3,6948.5,6836.65,6938.0,0,0.004333388263125868,0.009516289063716444
2015-04-23,6978.35,7002.55,6899.5,6922.4,0,-0.002251018237166033,0.009484526823127011
2015-04-24,6931.55,6931.55,6804.2,6826.55,0,-0.013943108796977601,0.009946686391934283
2015-04-27,6846.7,6846.7,6715.9,6723.9,0,-0.015151078177576457,0.010429230081212491
2015-04-28,6720.65,6808.0,6698.45,6794.65,0,0.01046719447855826,0.010014605379652375
2015-04-29,6793.7,6823.1,6757.9,6781.7,0,-0.001907729828349256,0.010019762286362463
2015-04-30,6771.05,6771.05,6714.95,6749.65,0,-0.004737156297814089,0.009073051109318353
2015-05-04,6790.8,6883.2,6788.55,6873.4,0,0.018168237506480837,0.010086273665335653
2015-05-05,6880.65,6900.45,6847.4,6878.5,0,0.0007417157241995932,0.009663493185425542
2015-05-06,6869.95,6871.9,6671.35,6680.9,0,-0.029147895906780668,0.011147746541338769
2015-05-07,6667.5,6688.75,6572.7,6616.85,0,-0.009633283122332784,0.01115043728017844
2015-05-08,6676.15,6752.65,6676.15,6728.9,0,0.016792257156764467,0.011850896051719155
2015-05-11,6771.35,6843.3,6765.05,6839.0,0,0.016229839069394743,0.012493805941020746
2015-05-12,6842.6,6842.6,6683.15,6689.4,0,-0.022117338096515317,0.013159749162364136
2015-05-13,6733.3,6793.2,6677.95,6780.4,0,0.013511913242750542,0.013578401741059381
2015-05-14,6778.5,6804.15,6720.0,6796.75,0,0.002408459493107532,0.01358921849446115
2015-05-15,6813.1,6842.15,6798.75,6827.05,0,0.0044481055151618445,0.013674595105703364
2015-05-18,6845.85,6916.1,6839.3,6910.85,0,0.012199978074235453,0.013840813515812508
2015-05-19,6901.7,6955.05,6886.9,6909.7,0,-0.00016641884768038822,0.013174263369528936
2015-05-20,6933.8,6966.25,6933.6,6944.4,0,0.005009357888637739,0.013122480117734535
2015-05-21,6956.2,6958.15,6909.75,6938.75,0,-0.0008139363634223233,0.013088876012631635
2015-05-22,6951.35,6988.3,6941.4,6964.45,0,0.0036969948316650696,0.013102475218506542
2015-05-25,6953.25,6956.8,6907.1,6911.15,0,-0.007682588451169869,0.012815868080269232
2015-05-26,6919.5,6921.3,6876.2,6890.6,0,-0.0029778854400503334,0.012306594403705278
2015-05-27,6858.55,6890.55,6842.8,6885.1,0,-0.0007985075592876656,0.012117651771590599
2015-05-28,6895.35,6904.9,6828.1,6867.75,0,-0.002523114729576822,0.01212529703791578
2015-05-29,6878.5,6963.95,6864.85,6959.85,0,0.013321380716134465,0.012374373359862478
2015-06-01,6947.7,6980.65,6947.7,6957.45,0,-0.00034489448726280497,0.011740728084837261
2015-06-02,6966.5,6966.5,6793.0,6799.45,0,-0.02297130134471997,0.01286955922336958
2015-06-03,6798.4,6798.4,6645.85,6703.45,0,-0.014219407316488226,0.011483603679538457
2015-06-04,6719.55,6720.9,6646.3,6704.75,0,0.00019391118928326135,0.01124999954360245
2015-06-05,6693.25,6754.4,6683.2,6700.7,0,-0.0006042318793058297,0.010590210016422583
2015-06-08,6710.25,6710.25,6622.35,6631.3,0,-0.010411135143174455,0.010076567477424114
2015-06-09,6617.8,6640.7,6597.35,6612.9,0,-0.002778576560015677,0.008851682870589319
2015-06-10,6617.75,6710.7,6617.75,6691.25,0,0.011778415877189046,0.00871389900882572
2015-06-11,6721.85,6724.35,6564.45,6568.5,0,-0.01851520679802831,0.00954252973196452
2015-06-12,6562.05,6584.3,6543.55,6577.4,0,0.0013540345445771504,0.009462217519358539
2015-06-15,6584.7,6634.2,6558.6,6600.65,0,0.0035285985595476027,0.008969791244840042
2015-06-16,6598.25,6636.3,6555.15,6627.0,0,0.003984084074539401,0.009069122929042528
2015-06-17,6657.55,6711.95,6639.15,6680.8,0,0.008085527750792873,0.009220658069346573
2015-06-18,6698.65,6753.9,6697.7,6746.85,0,0.009837988438111898,0.009589086902936235
2015-06-19,6770.35,6803.8,6768.1,6785.1,0,0.005653302276744067,0.009653601746438485
2015-06-22,6813.35,6896.95,6813.35,6889.7,0,0.015298511141579754,0.010206347410578319
2015-06-23,6909.3,6930.15,6877.5,6912.45,0,0.003296590835918575,0.010211455651192386
2015-06-24,6926.9,6938.25,6871.65,6887.8,0,-0.0035724028500058727,0.010243921519017683
2015-06-25,6871.35,6930.9,6870.35,6917.55,0,0.004309929998404551,0.010268571343226894
2015-06-26,6913.25,6924.15,6873.1,6908.85,0,-0.001258462238645182,0.009807241291515584
2015-06-29,6792.9,6848.95,6752.75,6843.95,0,-0.00943814812492927,0.010014713231228314
2015-06-30,6844.2,6900.05,6843.35,6897.2,0,0.0077504818097782514,0.008709716732944555
2015-07-01,6908.6,6987.7,6908.6,6972.3,0,0.010829623848099771,0.008237546121087014
2015-07-02,6992.55,7010.2,6974.35,6983.35,0,0.0015835883400947453,0.008227665594048623
2015-07-03,6984.65,7028.15,6984.6,7003.95,0,0.002945531288249002,0.00820598042723337
2015-07-06,6922.9,7048.35,6922.9,7043.4,0,0.005616732510111457,0.007673579110121333
2015-07-07,7052.65,7081.95,7025.2,7051.05,0,0.001085533774105487,0.007567962467015752
2015-07-08,6993.65,7020.0,6919.6,6939.7,0,-0.015917995985835237,0.008404849112099568
2015-07-09,6947.7,6973.5,6910.2,6915.35,0,-0.003514967476889832,0.007055391371323049
2015-07-10,6948.9,6958.3,6906.6,6935.55,0,0.002916780039006073,0.0070498335163700215
2015-07-13,6964.15,7021.85,6940.25,7016.55,0,0.011611285762883821,0.007328934296076865
2015-07-14,7030.65,7042.4,7002.0,7020.25,0,0.0005271856955563768,0.007346616250109851
2015-07-15,7030.85,7075.25,7030.85,7065.65,0,0.006446184796125211,0.007294468202789266
2015-07-16,7086.0,7142.2,7086.0,7136.8,0,0.010019481882090479,0.0073037910821052736
2015-07-17,7154.25,7166.95,7132.6,7148.05,0,0.0015750956189063995,0.007277095903001106
2015-07-20,7161.5,7161.5,7121.15,7148.5,0,6.295225073868763e-05,0.006648755837444469
2015-07-21,7151.65,7167.25,7060.55,7070.3,0,-0.010999632664136687,0.007227636155442217
2015-07-22,7058.6,7154.35,7051.25,7149.45,0,0.011132518847316438,0.007468153525459937
2015-07-23,7164.4,7172.7,7120.0,7129.35,0,-0.0028153644951272863,0.007515146278982058
2015-07-24,7131.0,7131.9,7068.6,7074.95,0,-0.007659689808614491,0.0077711154282831835
2015-07-27,7055.7,7055.7,6950.8,6955.35,0,-0.017049228749031337,0.008473479923096324
2015-07-28,6968.15,6983.7,6930.0,6935.65,0,-0.002836370773480121,0.008346641214816637
2015-07-29,6960.15,6977.55,6944.45,6974.15,0,0.005535679638141538,0.008073891349795519
2015-07-30,7008.75,7046.15,7006.55,7019.6,0,0.006495779875164624,0.008197937196339404
2015-07-31,7045.7,7117.2,7045.7,7106.2,0,0.012261406074834705,0.008612783255431381
2015-08-03,7099.75,7146.9,7099.75,7129.0,0,0.003203329703342108,0.008557363456951036
2015-08-04,7150.2,7154.05,7074.75,7136.3,0,0.0010234626172901016,0.008557190877605462
2015-08-05,7166.75,7207.95,7166.75,7186.25,0,0.00697504320258206,0.007721590573513971
2015-08-06,7203.3,7214.3,7174.35,7202.0,0,0.0021892872713198197,0.00762175981202672
2015-08-07,7200.2,7213.0,7175.0,7183.85,0,-0.0025233141775090223,0.007685283447410032
2015-08-10,7197.3,7233.75,7138.35,7157.55,0,-0.0036677074040838134,0.007408777832652513
2015-08-11,7179.2,7179.2,7079.15,7101.1,0,-0.007918042020703562,0.007672794970867952
2015-08-12,7086.75,7086.75,6979.6,6986.45,0,-0.01627714277090205,0.008404756357125436
2015-08-13,7017.85,7059.15,6964.85,6976.6,0,-0.0014108667710715224,0.008027393013540685
2015-08-14,7015.8,7120.0,7001.15,7112.5,0,0.019292107370035873,0.009229740756052703
2015-08-17,7125.5,7125.5,7048.45,7098.7,0,-0.001942130761322399,0.009237057438234266
2015-08-18,7126.35,7147.95,7076.5,7106.4,0,0.0010841177822271551,0.008892550144737726
2015-08-19,7108.3,7148.95,7079.55,7125.85,0,0.0027332308115044016,0.008543262468094854
2015-08-20,7111.85,7130.3,7010.7,7016.95,0,-0.015400366592324058,0.009187875639254389
2015-08-21,6955.9,6973.9,6889.0,6961.0,0,-0.008005508506005047,0.009201790159278349
2015-08-24,6753.45,6753.45,6468.05,6493.85,0,-0.06946756701717714,0.01765361983784416
2015-08-25,6567.55,6601.3,6352.9,6569.85,0,0.011635426016306205,0.01797304856225009
2015-08-26,6560.15,6621.3,6487.0,6513.35,0,-0.008637084388771699,0.01791015258512128
2015-08-27,6622.45,6667.05,6583.1,6657.25,0,0.021852569570487083,0.018670578513304552
2015-08-28,6738.8,6772.75,6666.65,6694.45,0,0.005572338542345348,0.018447991396005763
2015-08-31,6700.1,6730.05,6649.65,6669.35,0,-0.003756421005233703,0.018390679685322216
2015-09-01,6617.0,6642.4,6490.2,6522.25,0,-0.022302995471941593,0.018834217645527066
2015-09-02,6577.65,6577.65,6464.5,6475.65,0,-0.007170419784903909,0.018645321803067324
2015-09-03,6523.45,6580.75,6515.45,6560.05,0,0.012949236230530287,0.01902138202382865
2015-09-04,6548.45,6548.45,6392.85,6421.05,0,-0.021416569147503676,0.019375123257986796
2015-09-07,6444.8,6458.6,6316.7,6323.4,0,-0.01532461754485762,0.019488535133137627
2015-09-08,6344.85,6436.1,6286.7,6407.0,0,0.013134104471075587,0.01995358473349435
2015-09-09,6501.75,6545.0,6480.9,6522.3,0,0.017835931812433526,0.02040464020231719
2015-09-10,6447.4,6526.0,6403.95,6504.5,0,-0.0027328294098414407,0.02039987103934602
2015-09-11,6544.7,6566.25,6491.65,6511.55,0,0.0010832780589235833,0.019724104172891322
2015-09-14,6536.2,6586.65,6504.4,6582.7,0,0.010867472401214997,0.02001442850299291
2015-09-15,6583.65,6595.3,6523.85,6543.25,0,-0.006011011589215852,0.019986659949376928
2015-09-16,6589.7,6590.15,6549.2,6571.6,0,0.004323350119645341,0.020018527781138086
2015-09-18,6628.15,6694.6,6626.25,6636.95,0,0.009895186561183478,0.020062612732085084
2015-09-21,6586.8,6654.5,6586.15,6647.15,0,0.0015356707649809998,0.020045343559699738
2015-09-22,6680.3,6686.6,6512.8,6528.55,0,-0.0180033248124612,0.013054296780217047
2015-09-23,6468.15,6576.6,6457.25,6553.9,0,0.003875425738675853,0.012811670379247651
2015-09-24,6553.5,6592.55,6529.4,6573.9,0,0.0030469713849067023,0.012668523080859287
2015-09-28,6595.35,6595.35,6519.35,6524.25,0,-0.007581259613707608,0.011727604396209389
2015-09-29,6465.1,6605.9,6434.5,6552.35,0,0.004297759853831008,0.011693371461800335
2015-09-30,6614.0,6651.65,6585.9,6646.1,0,0.014206452536347511,0.012157048194056877
2015-10-01,6685.65,6694.1,6640.8,6654.5,0,0.0012631010806725233,0.010984956434963085
2015-10-05,6700.8,6794.35,6700.8,6789.1,0,0.020025067376379838,0.011586591146142543
2015-10-06,6835.95,6835.95,6778.85,6818.65,0,0.0043431201263051025,0.01132972359113144
2015-10-07,6817.65,6845.2,6807.6,6835.8,0,0.002512002902829113,0.009908492594394913
2015-10-08,6850.4,6850.4,6776.1,6793.8,0,-0.00616307638407619,0.00919663959545315
2015-10-09,6840.1,6869.7,6795.7,6829.4,0,0.005226390427348748,0.008930756461000241
2015-10-12,6861.4,6868.4,6788.9,6802.3,0,-0.003976031705743753,0.008362101373010156
2015-10-13,6794.55,6809.9,6762.5,6797.55,0,-0.0006985371446226673,0.008312425202160788
2015-10-14,6782.5,6810.45,6780.7,6786.05,0,-0.0016932186971836257,0.00835519177306675
2015-10-15,6810.75,6842.4,6810.75,6834.05,0,0.007048435580004836,0.008185333409819327
2015-10-16,6850.55,6874.9,6813.25,6870.85,0,0.005370354901503358,0.008001897331863468
2015-10-19,6891.05,6911.5,6876.0,6907.7,0,0.005348906504524577,0.008017853357122707
2015-10-20,6916.95,6931.8,6881.75,6907.1,0,-8.686336398302572e-05,0.007841636853456438
2015-10-21,6908.8,6931.95,6867.4,6895.75,0,-0.001644588263752476,0.007883571110793155
2015-10-23,6944.1,6952.0,6904.85,6913.05,0,0.0025056498828555963,0.0063523218583708616
2015-10-26,6943.55,6943.55,6875.65,6882.6,0,-0.004414442153723311,0.006550049403480088
2015-10-27,6863.0,6874.4,6855.6,6870.35,0,-0.0017814364539434327,0.0066154205521095745
2015-10-28,6843.55,6859.6,6798.15,6828.15,0,-0.0061612780227498195,0.006511664837206103
2015-10-29,6833.1,6833.1,6777.65,6784.85,0,-0.006361587604263286,0.0067686638797433115
2015-10-30,6796.05,6815.8,6733.85,6750.95,0,-0.005008949730053185,0.006250419681651825
2015-11-02,6747.4,6747.65,6695.4,6740.9,0,-0.0014897885551360057,0.006269564774280324
2015-11-03,6771.95,6781.6,6733.5,6755.15,0,0.0021117297721244127,0.004336877001650446
2015-11-04,6790.1,6796.35,6733.55,6741.2,0,-0.0020672263193909006,0.004214661162450449
2015-11-05,6734.8,6734.8,6654.1,6661.7,0,-0.011863243384254808,0.004840489125207558
2015-11-06,6663.4,6693.0,6629.15,6650.1,0,-0.0017428150867887053,0.004705299738196931
2015-11-09,6516.2,6657.4,6500.95,6641.4,0,-0.0013091075111881436,0.004465941851400733
2015-11-10,6618.0,6624.7,6528.95,6536.45,0,-0.0159285800006046,0.005507656727804912
2015-11-11,6585.65,6589.5,6581.85,6585.15,0,0.007422909342194391,0.0058939868487915765
2015-11-13,6540.25,6540.5,6500.75,6526.6,0,-0.008930980101596297,0.00611874738088364
2015-11-16,6506.6,6573.5,6487.45,6551.45,0,0.0038002653158539694,0.00590679382579653
2015-11-17,6586.4,6595.3,6547.7,6580.8,0,0.0044699193006790695,0.005849922825932576
2015-11-18,6574.8,6591.6,6502.65,6507.55,0,-0.011193277194774571,0.005902086497882614
2015-11-19,6551.35,6601.9,6537.6,6594.55,0,0.013280509031783013,0.00691701168373366
2015-11-20,6599.0,6649.75,6586.7,6615.65,0,0.0031945039353731787,0.007025492529235436
2015-11-23,6630.3,6639.4,6599.45,6615.5,0,-2.2673766075628733e-05,0.00696121478861274
2015-11-24,6610.15,6636.25,6602.0,6609.1,0,-0.000967893244352978,0.006946148419209606
2015-11-26,6618.5,6653.95,6618.5,6644.9,0,0.0054021558870429595,0.00714249293276383
2015-11-27,6667.9,6696.85,6646.45,6686.9,0,0.006300745427891749,0.007272304691015638
2015-11-30,6686.55,6706.85,6679.45,6686.1,0,-0.000119644059067339,0.007165289483775239
2015-12-01,6707.55,6721.15,6694.7,6712.5,0,0.003940715323140211,0.0071636598538538775
2015-12-02,6731.35,6731.35,6680.6,6699.8,0,-0.0018937846298737405,0.007167802510175663
2015-12-03,6680.0,6685.8,6641.55,6649.5,0,-0.007536011334028514,0.007319578086744441
2015-12-04,6612.8,6618.1,6581.9,6584.9,0,-0.009762514819998958,0.007587698366804724
2015-12-07,6615.25,6622.5,6566.0,6576.85,0,-0.001223241742744094,0.00715964431396375
2015-12-08,6556.6,6582.9,6504.6,6515.15,0,-0.009425673205321923,0.007423134962439711
2015-12-09,6510.0,6511.95,6420.95,6425.35,0,-0.013879130097254258,0.00796109390348715
2015-12-10,6451.7,6488.45,6420.85,6484.25,0,0.00912505557102506,0.007557570744702148
2015-12-11,6499.3,6499.3,6399.95,6425.45,0,-0.009109492337607522,0.007560917981657613
2015-12-14,6389.7,6467.2,6386.45,6457.6,0,0.004991064497918782,0.0074544883271847745
2015-12-15,6467.1,6504.3,6446.85,6501.75,0,0.006813639697624185,0.007576108263049079
2015-12-16,6524.9,6562.75,6518.2,6535.45,0,0.005169833255420793,0.007601268597833695
2015-12-17,6565.6,6626.6,6538.2,6621.75,0,0.013118480777521356,0.0077182976842554655
2015-12-18,6611.35,6620.85,6565.55,6570.8,0,-0.007724094782756691,0.007361497547011046
2015-12-21,6563.65,6630.7,6562.0,6628.05,0,0.00867505260472672,0.007592130614267682
2015-12-22,6629.75,6644.8,6590.8,6595.85,0,-0.004869979906048583,0.007672979146225525
2015-12-23,6630.3,6656.45,6630.3,6652.75,0,0.008589639637212716,0.007913141755070909
2015-12-24,6672.6,6672.6,6637.4,6656.75,0,0.0006010744386235807,0.00782346128420928
2015-12-28,6663.45,6707.25,6663.45,6700.7,0,0.006580621092032854,0.007835398021421544
2015-12-29,6707.65,6717.25,6685.45,6705.25,0,0.0006788030948510923,0.007836237534730017
2015-12-30,6715.8,6718.3,6681.0,6685.45,0,-0.002957278473876119,0.007812054665180564
2015-12-31,6690.65,6727.75,6687.45,6724.75,0,0.0058612269032860985,0.007915433753702926
2016-01-01,6723.1,6758.55,6707.45,6753.65,0,0.004288349401871639,0.0077481414874657935
2016-01-04,6729.5,6748.4,6622.5,6630.8,0,-0.01835763890901378,0.00855939217357376
2016-01-05,6659.85,6664.1,6614.95,6639.5,0,0.0013111988796713154,0.008553675555014262
2016-01-06,6645.05,6660.3,6593.05,6607.65,0,-0.004808590734016666,0.008331860094344678
2016-01-07,6550.4,6550.4,6437.9,6446.85,0,-0.024636429292062206,0.00957705823474446
2016-01-08,6483.95,6512.35,6466.7,6490.85,0,0.006801853442107018,0.009476246274843374
2016-01-11,6434.0,6485.05,6395.65,6451.85,0,-0.006026581476647487,0.009343541556832787
2016-01-12,6471.0,6471.1,6391.8,6405.45,0,-0.007217720895637436,0.009412957351196839
2016-01-13,6445.65,6467.0,6294.3,6415.95,0,0.0016378870244028465,0.009274164290907069
2016-01-14,6334.8,6433.95,6304.1,6378.2,0,-0.005901151627759311,0.009237946343366341
2016-01-15,6400.9,6403.05,6257.25,6262.4,0,-0.01832242766901199,0.009344484646022907
2016-01-18,6247.2,6273.2,6139.7,6149.15,0,-0.01824963733538064,0.009915931436299891
2016-01-19,6172.45,6243.1,6156.05,6225.2,0,0.01229170946447836,0.010175693681680193
2016-01-20,6163.2,6163.2,6055.3,6115.75,0,-0.01773815950716167,0.010685223880662552
2016-01-21,6171.2,6196.3,6067.3,6092.05,0,-0.0038827683570955207,0.010281726424918546
2016-01-22,6157.7,6222.75,6137.45,6216.7,0,0.0202545768531739,0.011635196631946405
2016-01-25,6259.8,6275.5,6226.4,6234.45,0,0.0028511441953840842,0.011495538069465771
2016-01-27,6263.25,6271.7,6221.5,6242.4,0,0.0012743602873955934,0.011507986372294863
2016-01-28,6235.05,6261.85,6224.8,6230.0,0,-0.001988391021052616,0.011512767727556857
2016-01-29,6228.05,6346.2,6228.05,6339.45,0,0.017415681098061832,0.012273493633293045
2016-02-01,6367.35,6374.55,6330.8,6341.6,0,0.0003390886433853438,0.012182337866091658
2016-02-02,6351.6,6359.15,6235.15,6252.2,0,-0.014197700729964768,0.011942123475020988
2016-02-03,6198.55,6209.95,6159.25,6166.2,0,-0.01385063693389905,0.01213771684129226
2016-02-04,6213.25,6236.85,6154.05,6186.25,0,0.0032463224070134506,0.01223218454265805
2016-02-05,6201.45,6280.15,6191.3,6270.5,0,0.01352700899800855,0.011692547174679248
2016-02-08,6277.75,6302.2,6195.6,6209.8,0,-0.009727406974370852,0.011667429116033277
2016-02-09,6146.0,6154.8,6112.1,6125.6,0,-0.01365197849081991,0.011920448970982395
2016-02-10,6100.8,6102.7,6022.2,6051.95,0,-0.012096176656454533,0.012069017736122501
2016-02-11,6042.4,6042.4,5831.1,5843.2,0,-0.035101942181864625,0.013994300414852076
2016-02-12,5878.8,5878.8,5722.8,5833.4,0,-0.0016785712109760491,0.014006681956936625
2016-02-15,5903.8,6013.55,5903.8,5999.05,0,0.028001102591194642,0.015359235863718991
2016-02-16,6028.05,6028.05,5882.85,5889.1,0,-0.01849793872873202,0.01537303009192196
2016-02-17,5897.9,5940.95,5801.05,5930.15,0,0.006946323169386029,0.015153443035117899
2016-02-18,5986.85,6016.8,5937.45,5988.8,0,0.009841550368697192,0.014940245688551911
2016-02-19,5973.35,6009.05,5955.5,6000.4,0,0.001935075504570599,0.014938801226564612
2016-02-22,6007.15,6034.65,6000.3,6024.15,0,0.003950256913390791,0.014156155524879995
2016-02-23,6031.6,6031.6,5923.75,5930.9,0,-0.015600418434683159,0.01445083358379457
2016-02-24,5906.5,5911.95,5853.35,5859.75,0,-0.012069031588479441,0.014575100847575165
2016-02-25,5871.5,5871.5,5810.65,5816.5,0,-0.007408234288142276,0.014602473661963086
2016-02-26,5870.55,5878.9,5818.5,5852.9,0,0.006238558633020607,0.01396238922034749
2016-02-29,5869.85,5897.95,5717.0,5829.95,0,-0.0039288409114115975,0.01392526395177126
2016-03-01,5866.65,6027.45,5866.65,6020.05,0,0.032087140937785585,0.01588544950119736
2016-03-02,6095.3,6151.05,6094.05,6137.15,0,0.019264900083910602,0.01629395905525605
2016-03-03,6183.9,6223.0,6162.35,6218.4,0,0.013152173915883632,0.016553869872167993
2016-03-04,6242.6,6249.85,6200.45,6239.35,0,0.0033633713550729047,0.0162788484642999
2016-03-08,6242.4,6278.4,6209.25,6243.65,0,0.0006889369815069849,0.016125546656848164
2016-03-09,6208.2,6279.5,6193.45,6275.1,0,0.005024473875394188,0.01581456219460492
