date,open,high,low,close,volume,log_return,rolling_volatility,GARCH_volatility
2015-03-12,7158.85,7209.8,7158.85,7202.6,0,0.0106078096001104,0.0087325378927115,0.009464922282118305
2015-03-13,7253.75,7253.75,7089.2,7099.9,0,-0.0143613725071558,0.0090817620040076,0.009617697899567894
2015-03-16,7111.05,7111.3,7064.55,7078.95,0,-0.0029551078184437,0.0088136664210576,0.011044426210209709
2015-03-17,7122.1,7166.4,7087.25,7154.05,0,0.0105530382868149,0.0091655912889499,0.009956911919204543
2015-03-18,7172.65,7175.1,7120.65,7137.05,0,-0.0023791042003102,0.0089995239531554,0.009948674291132713
2015-03-19,7189.55,7217.7,7086.25,7096.75,0,-0.0056625929386056,0.0090447645406669,0.009067677543174201
2015-03-20,7096.2,7096.2,7016.05,7028.2,0,-0.0097063052523755,0.0092209617005438,0.008770384834985668
2015-03-23,7045.8,7053.1,6990.15,6997.6,0,-0.0043633943946115,0.0090908275939211,0.009329784999432737
2015-03-24,6991.7,7040.15,6980.3,6984.75,0,-0.0018380320357682,0.0090896698429527,0.00878849372661491
2015-03-25,7005.25,7006.3,6963.7,6972.45,0,-0.0017625316229875,0.0090885807206685,0.008146231152000088
2015-03-26,6934.2,6945.65,6836.15,6846.25,0,-0.0182656123489583,0.0097049098422372,0.007659428687645514
2015-03-27,6889.1,6894.75,6778.45,6846.6,0,5.112157075799803e-05,0.0084765069918255,0.011186248879199544
2015-03-30,6889.35,6976.75,6889.2,6969.95,0,0.0178558724590023,0.0095413526592008,0.009927453912138954
2015-03-31,7001.7,7020.8,6952.35,6978.15,0,0.0011757875186859,0.0092708810078479,0.01172674256410402
2015-04-01,6975.8,7068.85,6964.65,7060.2,0,0.0116895410515608,0.009606299037914,0.01034928762220342
2015-04-06,7087.05,7131.55,7059.65,7126.75,0,0.0093819303158117,0.0097776172193644,0.01045052737199691
2015-04-07,7148.85,7158.1,7083.65,7144.4,0,0.0024735230165785,0.009761594198515,0.010087917384281048
2015-04-08,7176.7,7205.75,7168.4,7193.6,0,0.0068629087889342,0.0090304005696738,0.009087232058599726
2015-04-09,7229.9,7237.35,7171.1,7234.0,0,0.0056003916927807,0.0090486071087285,0.008707118960093171
2015-04-10,7236.0,7251.45,7217.45,7246.05,0,0.0016643592779906,0.0090274106218645,0.00826872263887227
2015-04-13,7266.15,7292.0,7245.6,7286.2,0,0.0055256553056589,0.0088065532106909,0.007669019943786747
2015-04-15,7299.55,7299.55,7205.45,7224.2,0,-0.0085456468893058,0.0083726646239179,0.007505428368759086
2015-04-16,7233.85,7233.85,7134.5,7183.35,0,-0.0056706531596795,0.0084594908630199,0.008245736880684718
2015-04-17,7180.4,7180.4,7087.1,7093.85,0,-0.0125376365659551,0.0086227020371694,0.008184088671873356
2015-04-20,7104.65,7104.65,6933.0,6958.0,0,-0.0193361347688648,0.0096031473579787,0.009678246693066965
2015-04-21,6943.5,6977.1,6890.1,6908.0,0,-0.0072119164453181,0.0096465938042688,0.0125720614309879
2015-04-22,6928.3,6948.5,6836.65,6938.0,0,0.0043333882631258,0.0095162890637164,0.011598802315067302
2015-04-23,6978.35,7002.55,6899.5,6922.4,0,-0.002251018237166,0.009484526823127,0.010363324672694392
2015-04-24,6931.55,6931.55,6804.2,6826.55,0,-0.0139431087969776,0.0099466863919342,0.0093784450965756
2015-04-27,6846.7,6846.7,6715.9,6723.9,0,-0.0151510781775764,0.0104292300812124,0.010783531664242223
2015-04-28,6720.65,6808.0,6698.45,6794.65,0,0.0104671944785582,0.0100146053796523,0.011981846661843215
2015-04-29,6793.7,6823.1,6757.9,6781.7,0,-0.0019077298283492,0.0100197622863624,0.011390447933874339
2015-04-30,6771.05,6771.05,6714.95,6749.65,0,-0.004737156297814,0.0090730511093183,0.010158289169300058
2015-05-04,6790.8,6883.2,6788.55,6873.4,0,0.0181682375064808,0.0100862736653356,0.009452524082531222
2015-05-05,6880.65,6900.45,6847.4,6878.5,0,0.0007417157241995,0.0096634931854255,0.011541896531075483
2015-05-06,6869.95,6871.9,6671.35,6680.9,0,-0.0291478959067806,0.0111477465413387,0.010202041095649527
2015-05-07,6667.5,6688.75,6572.7,6616.85,0,-0.0096332831223327,0.0111504372801784,0.01624515223391357
2015-05-08,6676.15,6752.65,6676.15,6728.9,0,0.0167922571567644,0.0118508960517191,0.014752177322806105
2015-05-11,6771.35,6843.3,6765.05,6839.0,0,0.0162298390693947,0.0124938059410207,0.01462419356356996
2015-05-12,6842.6,6842.6,6683.15,6689.4,0,-0.0221173380965153,0.0131597491623641,0.014412377584551592
2015-05-13,6733.3,6793.2,6677.95,6780.4,0,0.0135119132427505,0.0135784017410593,0.016183847230558716
2015-05-14,6778.5,6804.15,6720.0,6796.75,0,0.0024084594931075,0.0135892184944611,0.01503764257464248
2015-05-15,6813.1,6842.15,6798.75,6827.05,0,0.0044481055151618,0.0136745951057033,0.013022754658210773
2015-05-18,6845.85,6916.1,6839.3,6910.85,0,0.0121999780742354,0.0138408135158125,0.011493562486241424
2015-05-19,6901.7,6955.05,6886.9,6909.7,0,-0.0001664188476803,0.0131742633695289,0.011356521139029617
2015-05-20,6933.8,6966.25,6933.6,6944.4,0,0.0050093578886377,0.0131224801177345,0.010065882315916921
2015-05-21,6956.2,6958.15,6909.75,6938.75,0,-0.0008139363634223,0.0130888760126316,0.009229250362699531
2015-05-22,6951.35,6988.3,6941.4,6964.45,0,0.003696994831665,0.0131024752185065,0.008427356926746565
2015-05-25,6953.25,6956.8,6907.1,6911.15,0,-0.0076825884511698,0.0128158680802692,0.007882872305386531
2015-05-26,6919.5,6921.3,6876.2,6890.6,0,-0.0029778854400503,0.0123065944037052,0.008303989826739551
2015-05-27,6858.55,6890.55,6842.8,6885.1,0,-0.0007985075592876,0.0121176517715905,0.007877746107286115
2015-05-28,6895.35,6904.9,6828.1,6867.75,0,-0.0025231147295768,0.0121252970379157,0.007404449555060892
2015-05-29,6878.5,6963.95,6864.85,6959.85,0,0.0133213807161344,0.0123743733598624,0.007176972983568677
2015-06-01,6947.7,6980.65,6947.7,6957.45,0,-0.0003448944872628,0.0117407280848372,0.008825471188288244
2015-06-02,6966.5,6966.5,6793.0,6799.45,0,-0.0229713013447199,0.0128695592233695,0.008102175075688701
2015-06-03,6798.4,6798.4,6645.85,6703.45,0,-0.0142194073164882,0.0114836036795384,0.01305622797696044
2015-06-04,6719.55,6720.9,6646.3,6704.75,0,0.0001939111892832,0.0112499995436024,0.013254957761134598
2015-06-05,6693.25,6754.4,6683.2,6700.7,0,-0.0006042318793058,0.0105902100164225,0.011571725829764106
2015-06-08,6710.25,6710.25,6622.35,6631.3,0,-0.0104111351431744,0.0100765674774241,0.010246750293441744
2015-06-09,6617.8,6640.7,6597.35,6612.9,0,-0.0027785765600156,0.0088516828705893,0.010477573150120142
2015-06-10,6617.75,6710.7,6617.75,6691.25,0,0.011778415877189,0.0087138990088257,0.009504542485963092
2015-06-11,6721.85,6724.35,6564.45,6568.5,0,-0.0185152067980283,0.0095425297319645,0.009892407297671596
2015-06-12,6562.05,6584.3,6543.55,6577.4,0,0.0013540345445771,0.0094622175193585,0.012429406098726573
2015-06-15,6584.7,6634.2,6558.6,6600.65,0,0.0035285985595476,0.00896979124484,0.010909510951507648
2015-06-16,6598.25,6636.3,6555.15,6627.0,0,0.0039840840745394,0.0090691229290425,0.009775117011429166
2015-06-17,6657.55,6711.95,6639.15,6680.8,0,0.0080855277507928,0.0092206580693465,0.008924883414825713
2015-06-18,6698.65,6753.9,6697.7,6746.85,0,0.0098379884381118,0.0095890869029362,0.008774765285233677
2015-06-19,6770.35,6803.8,6768.1,6785.1,0,0.005653302276744,0.0096536017464384,0.008989352364949636
2015-06-22,6813.35,6896.95,6813.35,6889.7,0,0.0152985111415797,0.0102063474105783,0.008483431735449047
2015-06-23,6909.3,6930.15,6877.5,6912.45,0,0.0032965908359185,0.0102114556511923,0.010140974441186612
2015-06-24,6926.9,6938.25,6871.65,6887.8,0,-0.0035724028500058,0.0102439215190176,0.009164733940736431
2015-06-25,6871.35,6930.9,6870.35,6917.55,0,0.0043099299984045,0.0102685713432268,0.00857729595420725
2015-06-26,6913.25,6924.15,6873.1,6908.85,0,-0.0012584622386451,0.0098072412915155,0.008043169204475092
2015-06-29,6792.9,6848.95,6752.75,6843.95,0,-0.0094381481249292,0.0100147132312283,0.007551081006669235
2015-06-30,6844.2,6900.05,6843.35,6897.2,0,0.0077504818097782,0.0087097167329445,0.00848493956153223
2015-07-01,6908.6,6987.7,6908.6,6972.3,0,0.0108296238480997,0.008237546121087,0.008407762107478551
2015-07-02,6992.55,7010.2,6974.35,6983.35,0,0.0015835883400947,0.0082276655940486,0.008952536210603535
2015-07-03,6984.65,7028.15,6984.6,7003.95,0,0.002945531288249,0.0082059804272333,0.008187356882746175
2015-07-06,6922.9,7048.35,6922.9,7043.4,0,0.0056167325101114,0.0076735791101213,0.007655829548119599
2015-07-07,7052.65,7081.95,7025.2,7051.05,0,0.0010855337741054,0.0075679624670157,0.007507410240772881
2015-07-08,6993.65,7020.0,6919.6,6939.7,0,-0.0159179959858352,0.0084048491120995,0.007091520730886912
2015-07-09,6947.7,6973.5,6910.2,6915.35,0,-0.0035149674768898,0.007055391371323,0.010119325166762816
2015-07-10,6948.9,6958.3,6906.6,6935.55,0,0.002916780039006,0.00704983351637,0.009292710557381179
2015-07-13,6964.15,7021.85,6940.25,7016.55,0,0.0116112857628838,0.0073289342960768,0.008491948294485031
2015-07-14,7030.65,7042.4,7002.0,7020.25,0,0.0005271856955563,0.0073466162501098,0.009185852737188544
2015-07-15,7030.85,7075.25,7030.85,7065.65,0,0.0064461847961252,0.0072944682027892,0.00836164201140879
2015-07-16,7086.0,7142.2,7086.0,7136.8,0,0.0100194818820904,0.0073037910821052,0.008123254430487059
2015-07-17,7154.25,7166.95,7132.6,7148.05,0,0.0015750956189063,0.0072770959030011,0.008588340560661765
2015-07-20,7161.5,7161.5,7121.15,7148.5,0,6.295225073868763e-05,0.0066487558374444,0.00790939865914159
2015-07-21,7151.65,7167.25,7060.55,7070.3,0,-0.0109996326641366,0.0072276361554422,0.007399256106374863
2015-07-22,7058.6,7154.35,7051.25,7149.45,0,0.0111325188473164,0.0074681535254599,0.008793841682485488
2015-07-23,7164.4,7172.7,7120.0,7129.35,0,-0.0028153644951272,0.007515146278982,0.009274789374417123
2015-07-24,7131.0,7131.9,7068.6,7074.95,0,-0.0076596898086144,0.0077711154282831,0.008588353795136358
2015-07-27,7055.7,7055.7,6950.8,6955.35,0,-0.0170492287490313,0.0084734799230963,0.008775654491447498
2015-07-28,6968.15,6983.7,6930.0,6935.65,0,-0.0028363707734801,0.0083466412148166,0.011356013708666903
2015-07-29,6960.15,6977.55,6944.45,6974.15,0,0.0055356796381415,0.0080738913497955,0.010190535212970406
2015-07-30,7008.75,7046.15,7006.55,7019.6,0,0.0064957798751646,0.0081979371963394,0.00937407797497668
2015-07-31,7045.7,7117.2,7045.7,7106.2,0,0.0122614060748347,0.0086127832554313,0.008869484861480134
2015-08-03,7099.75,7146.9,7099.75,7129.0,0,0.0032033297033421,0.008557363456951,0.009583619235081883
2015-08-04,7150.2,7154.05,7074.75,7136.3,0,0.0010234626172901,0.0085571908776054,0.008729722735755846
2015-08-05,7166.75,7207.95,7166.75,7186.25,0,0.006975043202582,0.0077215905735139,0.008011110484833888
2015-08-06,7203.3,7214.3,7174.35,7202.0,0,0.0021892872713198,0.0076217598120267,0.007950175702452381
2015-08-07,7200.2,7213.0,7175.0,7183.85,0,-0.002523314177509,0.00768528344741,0.007444403132843814
2015-08-10,7197.3,7233.75,7138.35,7157.55,0,-0.0036677074040838,0.0074087778326525,0.007205865477339834
2015-08-11,7179.2,7179.2,7079.15,7101.1,0,-0.0079180420207035,0.0076727949708679,0.007161961886953092
2015-08-12,7086.75,7086.75,6979.6,6986.45,0,-0.016277142770902,0.0084047563571254,0.007885473258363538
2015-08-13,7017.85,7059.15,6964.85,6976.6,0,-0.0014108667710715,0.0080273930135406,0.010637765795578022
2015-08-14,7015.8,7120.0,7001.15,7112.5,0,0.0192921073700358,0.0092297407560527,0.009543683427265826
2015-08-17,7125.5,7125.5,7048.45,7098.7,0,-0.0019421307613223,0.0092370574382342,0.01193550803665974
2015-08-18,7126.35,7147.95,7076.5,7106.4,0,0.0010841177822271,0.0088925501447377,0.010589104653708133
2015-08-19,7108.3,7148.95,7079.55,7125.85,0,0.0027332308115044,0.0085432624680948,0.009451301101464004
2015-08-20,7111.85,7130.3,7010.7,7016.95,0,-0.015400366592324,0.0091878756392543,0.008605261137393756
2015-08-21,6955.9,6973.9,6889.0,6961.0,0,-0.008005508506005,0.0092017901592783,0.010752248508995107
2015-08-24,6753.45,6753.45,6468.05,6493.85,0,-0.0694675670171771,0.0176536198378441,0.010368784891776167
2015-08-25,6567.55,6601.3,6352.9,6569.85,0,0.0116354260163062,0.01797304856225,0.03279593175814375
2015-08-26,6560.15,6621.3,6487.0,6513.35,0,-0.0086370843887716,0.0179101525851212,0.028051838510076338
2015-08-27,6622.45,6667.05,6583.1,6657.25,0,0.021852569570487,0.0186705785133045,0.024077793537876084
2015-08-28,6738.8,6772.75,6666.65,6694.45,0,0.0055723385423453,0.0184479913960057,0.022465428437990403
2015-08-31,6700.1,6730.05,6649.65,6669.35,0,-0.0037564210052337,0.0183906796853222,0.01919728949939844
2015-09-01,6617.0,6642.4,6490.2,6522.25,0,-0.0223029954719415,0.018834217645527,0.016525262331394525
2015-09-02,6577.65,6577.65,6464.5,6475.65,0,-0.0071704197849039,0.0186453218030673,0.017589437465008555
2015-09-03,6523.45,6580.75,6515.45,6560.05,0,0.0129492362305302,0.0190213820238286,0.015502596663387451
2015-09-04,6548.45,6548.45,6392.85,6421.05,0,-0.0214165691475036,0.0193751232579867,0.014430464561829068
2015-09-07,6444.8,6458.6,6316.7,6323.4,0,-0.0153246175448576,0.0194885351331376,0.01599802020486391
2015-09-08,6344.85,6436.1,6286.7,6407.0,0,0.0131341044710755,0.0199535847334943,0.015570461763733917
2015-09-09,6501.75,6545.0,6480.9,6522.3,0,0.0178359318124335,0.0204046402023171,0.01451256280730982
2015-09-10,6447.4,6526.0,6403.95,6504.5,0,-0.0027328294098414,0.020399871039346,0.014690921759674958
2015-09-11,6544.7,6566.25,6491.65,6511.55,0,0.0010832780589235,0.0197241041728913,0.012825775556759548
2015-09-14,6536.2,6586.65,6504.4,6582.7,0,0.0108674724012149,0.0200144285029929,0.011224392428414033
2015-09-15,6583.65,6595.3,6523.85,6543.25,0,-0.0060110115892158,0.0199866599493769,0.010909011406270494
2015-09-16,6589.7,6590.15,6549.2,6571.6,0,0.0043233501196453,0.020018527781138,0.010178558314806584
2015-09-18,6628.15,6694.6,6626.25,6636.95,0,0.0098951865611834,0.020062612732085,0.009259276387293519
2015-09-21,6586.8,6654.5,6586.15,6647.15,0,0.0015356707649809,0.0200453435596997,0.009334380841799954
2015-09-22,6680.3,6686.6,6512.8,6528.55,0,-0.0180033248124612,0.013054296780217,0.0084798311142281
2015-09-23,6468.15,6576.6,6457.25,6553.9,0,0.0038754257386758,0.0128116703792476,0.011506812908364722
2015-09-24,6553.5,6592.55,6529.4,6573.9,0,0.0030469713849067,0.0126685230808592,0.010262468337569577
2015-09-28,6595.35,6595.35,6519.35,6524.25,0,-0.0075812596137076,0.0117276043962093,0.009246501572019368
2015-09-29,6465.1,6605.9,6434.5,6552.35,0,0.004297759853831,0.0116933714618003,0.009217500336185132
2015-09-30,6614.0,6651.65,6585.9,6646.1,0,0.0142064525363475,0.0121570481940568,0.008523524563304732
2015-10-01,6685.65,6694.1,6640.8,6654.5,0,0.0012631010806725,0.010984956434963,0.009861676710912965
2015-10-05,6700.8,6794.35,6700.8,6789.1,0,0.0200250673763798,0.0115865911461425,0.008884552224353333
2015-10-06,6835.95,6835.95,6778.85,6818.65,0,0.0043431201263051,0.0113297235911314,0.011809407052781593
2015-10-07,6817.65,6845.2,6807.6,6835.8,0,0.0025120029028291,0.0099084925943949,0.010529145889670197
2015-10-08,6850.4,6850.4,6776.1,6793.8,0,-0.0061630763840761,0.0091966395954531,0.009432419720781496
2015-10-09,6840.1,6869.7,6795.7,6829.4,0,0.0052263904273487,0.0089307564610002,0.009110491493578742
2015-10-12,6861.4,6868.4,6788.9,6802.3,0,-0.0039760317057437,0.0083621013730101,0.008527786486178034
2015-10-13,6794.55,6809.9,6762.5,6797.55,0,-0.0006985371446226,0.0083124252021607,0.00815054915843556
2015-10-14,6782.5,6810.45,6780.7,6786.05,0,-0.0016932186971836,0.0083551917730667,0.007604073291689098
2015-10-15,6810.75,6842.4,6810.75,6834.05,0,0.0070484355800048,0.0081853334098193,0.007253785435823866
2015-10-16,6850.55,6874.9,6813.25,6870.85,0,0.0053703549015033,0.0080018973318634,0.007435942576308651
2015-10-19,6891.05,6911.5,6876.0,6907.7,0,0.0053489065045245,0.0080178533571227,0.007320017726855877
2015-10-20,6916.95,6931.8,6881.75,6907.1,0,-8.686336398302572e-05,0.0078416368534564,0.007235104533384161
2015-10-21,6908.8,6931.95,6867.4,6895.75,0,-0.0016445882637524,0.0078835711107931,0.006903156973140677
2015-10-23,6944.1,6952.0,6904.85,6913.05,0,0.0025056498828555,0.0063523218583708,0.006741673345249312
2015-10-26,6943.55,6943.55,6875.65,6882.6,0,-0.0044144421537233,0.00655004940348,0.006570955314838861
2015-10-27,6863.0,6874.4,6855.6,6870.35,0,-0.0017814364539434,0.0066154205521095,0.006829188207071654
2015-10-28,6843.55,6859.6,6798.15,6828.15,0,-0.0061612780227498,0.0065116648372061,0.006699294094475407
2015-10-29,6833.1,6833.1,6777.65,6784.85,0,-0.0063615876042632,0.0067686638797433,0.00722031841948794
2015-10-30,6796.05,6815.8,6733.85,6750.95,0,-0.0050089497300531,0.0062504196816518,0.0076013914195707565
2015-11-02,6747.4,6747.65,6695.4,6740.9,0,-0.001489788555136,0.0062695647742803,0.0076280961851528896
2015-11-03,6771.95,6781.6,6733.5,6755.15,0,0.0021117297721244,0.0043368770016504,0.007257631373022666
2015-11-04,6790.1,6796.35,6733.55,6741.2,0,-0.0020672263193909,0.0042146611624504,0.0069287062979624
2015-11-05,6734.8,6734.8,6654.1,6661.7,0,-0.0118632433842548,0.0048404891252075,0.006794000396184206
2015-11-06,6663.4,6693.0,6629.15,6650.1,0,-0.0017428150867887,0.0047052997381969,0.008692979081275722
2015-11-09,6516.2,6657.4,6500.95,6641.4,0,-0.0013091075111881,0.0044659418514007,0.00806789452943878
2015-11-10,6618.0,6624.7,6528.95,6536.45,0,-0.0159285800006046,0.0055076567278049,0.007572404575342611
2015-11-11,6585.65,6589.5,6581.85,6585.15,0,0.0074229093421943,0.0058939868487915,0.010363782655675561
2015-11-13,6540.25,6540.5,6500.75,6526.6,0,-0.0089309801015962,0.0061187473808836,0.009726257956925789
2015-11-16,6506.6,6573.5,6487.45,6551.45,0,0.0038002653158539,0.0059067938257965,0.009811281922157397
2015-11-17,6586.4,6595.3,6547.7,6580.8,0,0.004469919300679,0.0058499228259325,0.008940201486426321
2015-11-18,6574.8,6591.6,6502.65,6507.55,0,-0.0111932771947745,0.0059020864978826,0.008328735758347415
2015-11-19,6551.35,6601.9,6537.6,6594.55,0,0.013280509031783,0.0069170116837336,0.009407006712049932
2015-11-20,6599.0,6649.75,6586.7,6615.65,0,0.0031945039353731,0.0070254925292354,0.010177116577564347
2015-11-23,6630.3,6639.4,6599.45,6615.5,0,-2.2673766075628733e-05,0.0069612147886127,0.009187458802833655
2015-11-24,6610.15,6636.25,6602.0,6609.1,0,-0.0009678932443529,0.0069461484192096,0.008371002450552712
2015-11-26,6618.5,6653.95,6618.5,6644.9,0,0.0054021558870429,0.0071424929327638,0.007781712486475122
2015-11-27,6667.9,6696.85,6646.45,6686.9,0,0.0063007454278917,0.0072723046910156,0.00757121965811103
2015-11-30,6686.55,6706.85,6679.45,6686.1,0,-0.0001196440590673,0.0071652894837752,0.007539995910504673
2015-12-01,6707.55,6721.15,6694.7,6712.5,0,0.0039407153231402,0.0071636598538538,0.007128794008790206
2015-12-02,6731.35,6731.35,6680.6,6699.8,0,-0.0018937846298737,0.0071678025101756,0.006948860516460414
2015-12-03,6680.0,6685.8,6641.55,6649.5,0,-0.0075360113340285,0.0073195780867444,0.006793852762492566
2015-12-04,6612.8,6618.1,6581.9,6584.9,0,-0.0097625148199989,0.0075876983668047,0.007567747640790731
2015-12-07,6615.25,6622.5,6566.0,6576.85,0,-0.001223241742744,0.0071596443139637,0.008574913112303042
2015-12-08,6556.6,6582.9,6504.6,6515.15,0,-0.0094256732053219,0.0074231349624397,0.007948249763012779
2015-12-09,6510.0,6511.95,6420.95,6425.35,0,-0.0138791300972542,0.0079610939034871,0.00873223256481086
2015-12-10,6451.7,6488.45,6420.85,6484.25,0,0.009125055571025,0.0075575707447021,0.010378532197066834
2015-12-11,6499.3,6499.3,6399.95,6425.45,0,-0.0091094923376075,0.0075609179816576,0.009992747700535974
2015-12-14,6389.7,6467.2,6386.45,6457.6,0,0.0049910644979187,0.0074544883271847,0.010032244778425238
2015-12-15,6467.1,6504.3,6446.85,6501.75,0,0.0068136396976241,0.007576108263049,0.009201934977574974
2015-12-16,6524.9,6562.75,6518.2,6535.45,0,0.0051698332554207,0.0076012685978336,0.008784348777948049
2015-12-17,6565.6,6626.6,6538.2,6621.75,0,0.0131184807775213,0.0077182976842554,0.008278879653972226
2015-12-18,6611.35,6620.85,6565.55,6570.8,0,-0.0077240947827566,0.007361497547011,0.009423815189023181
2015-12-21,6563.65,6630.7,6562.0,6628.05,0,0.0086750526047267,0.0075921306142676,0.009368384300121591
2015-12-22,6629.75,6644.8,6590.8,6595.85,0,-0.0048699799060485,0.0076729791462255,0.00918948070926288
2015-12-23,6630.3,6656.45,6630.3,6652.75,0,0.0085896396372127,0.0079131417550709,0.00874818105650951
2015-12-24,6672.6,6672.6,6637.4,6656.75,0,0.0006010744386235,0.0078234612842092,0.008735914543596828
2015-12-28,6663.45,6707.25,6663.45,6700.7,0,0.0065806210920328,0.0078353980214215,0.008016447007527912
2015-12-29,6707.65,6717.25,6685.45,6705.25,0,0.000678803094851,0.00783623753473,0.007895135559326335
2015-12-30,6715.8,6718.3,6681.0,6685.45,0,-0.0029572784738761,0.0078120546651805,0.00738025270707289
2015-12-31,6690.65,6727.75,6687.45,6724.75,0,0.005861226903286,0.0079154337537029,0.007203163635949639
2016-01-01,6723.1,6758.55,6707.45,6753.65,0,0.0042883494018716,0.0077481414874657,0.007220043484566172
2016-01-04,6729.5,6748.4,6622.5,6630.8,0,-0.0183576389090137,0.0085593921735737,0.007046580022804383
2016-01-05,6659.85,6664.1,6614.95,6639.5,0,0.0013111988796713,0.0085536755550142,0.010932953773518297
